,property_type,society,sector,price,price_per_sqft,bedRoom,bathroom,balcony,floorNum,agePossession,property_id,builtup_area,study room,pooja room,store room,servant room,others,furnishing_type,facility_score,coordinates,latitude,longitude
642,flat,ireo victory valley,sector 67,4.55,14536.0,4,4,3+,19.0,Relatively New,D69771054,2833.0,0,0,0,1,0,2,156,"28.3859° N, 77.0608° E",28.3859,77.0608
643,flat,lotus homz,sector 111,0.36,8888.0,1,1,1,10.0,Relatively New,L69472130,450.0,0,0,0,0,0,0,44,"28.5238° N, 77.0320° E",28.5238,77.032
644,flat,birla navya,sector 63a,3.23,26872.0,3,3,3,4.0,New Property,A69419710,1202.0,0,0,0,1,0,0,52,"28.3923° N, 77.0888° E",28.3923,77.0888
645,flat,bestech park view residency,sector 2,0.56,8632.0,1,1,2,6.0,Moderately Old,E69050540,723.0,0,0,0,0,0,0,77,"28.5095° N, 77.0320° E",28.5095,77.032
646,flat,godrej summit,sector 104,1.1,8669.0,2,2,3,16.0,Under Construction,D33046811,1148.0,0,0,0,0,1,0,88,"28.4788° N, 76.9960° E",28.4788,76.996
647,flat,godrej habitat,sector 3,1.3,9002.0,2,2,2,6.0,Under Construction,A70090900,1604.0,0,0,0,0,0,0,36,"28.4909° N, 77.0176° E",28.4909,77.0176
648,flat,adani m2k oyster grande,sector 102,1.9,14074.0,3,4,3,21.0,Relatively New,A69157350,1605.0,0,0,0,1,0,0,60,"28.4750° N, 76.9715° E",28.475,76.9715
649,flat,imperia the esfera,sector 37c,0.9,6272.0,3,3,3,9.0,Relatively New,D69988498,1435.0,0,0,0,0,0,0,66,"28.4515° N, 76.9882° E",28.4515,76.9882
650,flat,smart world gems,sector 89,1.0,9007.0,2,2,3,3.0,New Property,L69036040,1233.0,1,0,0,0,1,0,99,"28.4253° N, 76.9439° E",28.4253,76.9439
651,flat,indiabulls enigma,sector 110,3.7,10882.0,4,5,3,7.0,Relatively New,A69958970,3077.0,0,0,0,1,0,0,156,"28.5145° N, 77.0197° E",28.5145,77.0197
652,flat,vatika gurgaon,sector 83,1.12,6455.0,3,3,2,4.0,Relatively New,A68896320,1200.0,1,1,1,1,0,2,165,"28.3986° N, 76.9647° E",28.3986,76.9647
653,flat,siddhartha apartment,sector 95,1.1,4327.0,4,3,3,9.0,Relatively New,A59296758,2824.0,0,0,0,1,1,0,22,"28.4172° N, 76.9081° E",28.4172,76.9081
654,flat,ats kocoon,sector 109,2.22,10596.0,3,4,3,14.0,Relatively New,Q70065940,1860.0,1,1,1,1,0,0,45,"28.5073° N, 77.0089° E",28.5073,77.0089
655,flat,signature global solera,sector 107,0.28,5828.0,2,2,2,0.0,Relatively New,J65806824,543.0,0,0,0,0,0,0,45,"28.5052° N, 76.9729° E",28.5052,76.9729
656,flat,supertech araville,sector 79,1.1,5641.0,3,3,3,1.0,Relatively New,N64363220,2167.0,0,0,0,0,0,2,106,"28.3624° N, 76.9787° E",28.3624,76.9787
657,flat,unitech sunbreeze,sector 69,0.75,6849.0,2,2,2,4.0,Under Construction,G70026492,991.0,0,0,0,0,0,0,0,"28.3966° N, 77.0341° E",28.3966,77.0341
658,flat,whiteland blissville,sector 76,1.92,11500.0,3,3,2,2.0,Under Construction,Q69258518,1672.0,0,0,0,0,0,0,61,"28.3935° N, 76.9888° E",28.3935,76.9888
659,house,unitech aspen greens,sector 50,7.0,32407.0,4,4,2,2.0,Old Property,K69342942,2160.0,0,0,0,1,0,0,29,"28.4178° N, 77.0628° E",28.4178,77.0628
660,flat,dlf the crest,sector 54,11.0,35484.0,4,5,3+,7.0,Relatively New,P69588354,3444.0,1,1,0,1,0,0,49,"28.4348° N, 77.1089° E",28.4348,77.1089
661,flat,chd avenue,sector 71,1.15,6526.0,3,3,2,15.0,Moderately Old,M16781771,1541.0,0,0,0,1,0,2,66,"28.4104° N, 77.0281° E",28.4104,77.0281
662,house,independent,sector 14,4.6,20444.0,1,1,0,1.0,Old Property,R67079230,2250.0,0,0,0,0,0,0,0,"28.4711° N, 77.0454° E",28.4711,77.0454
663,house,sushant lok 1 builder floors,sector 43,1.95,10077.0,3,4,3+,4.0,New Property,L69688060,1935.0,0,0,0,1,0,2,78,"28.4629° N, 77.0772° E",28.4629,77.0772
664,flat,prime habitat,sector 99a,0.27,6049.0,2,2,1,10.0,Relatively New,K69661296,498.0,0,0,0,0,0,0,67,"28.4561° N, 76.9542° E",28.4561,76.9542
665,house,unitech uniworld resorts,sector 33,9.5,23333.0,5,7,3+,2.0,Under Construction,Y69896412,4071.0,1,1,1,1,0,0,57,"28.4420° N, 77.0207° E",28.442,77.0207
666,flat,signature global synera,sector 81,0.49,6666.0,2,2,3,5.0,Relatively New,R69389972,700.0,0,0,0,0,0,0,117,"28.3867° N, 76.9485° E",28.3867,76.9485
667,flat,supertech basera,sector 79,0.36,7643.0,2,2,1,4.0,New Property,P57613040,546.0,0,0,0,0,0,0,60,"28.3624° N, 76.9787° E",28.3624,76.9787
668,flat,dlf the ultima,sector 81,2.4,11412.0,3,4,3+,19.0,Relatively New,W69416782,1903.0,0,0,0,1,0,1,174,"28.3867° N, 76.9485° E",28.3867,76.9485
669,flat,ats tourmaline,sector 109,1.75,8139.0,3,4,3+,7.0,Relatively New,D69316216,1797.0,0,0,0,1,0,0,165,"28.5073° N, 77.0089° E",28.5073,77.0089
670,flat,smart world orchard,sector 61,2.3,14110.0,3,3,2,2.0,Under Construction,X70004764,1475.0,1,0,0,0,0,0,79,"28.4050° N, 77.0963° E",28.405,77.0963
671,house,independent,sector 13,4.5,9091.0,4,5,2,2.0,Old Property,T61349800,4950.0,0,0,0,0,0,0,0,"28.4757° N, 77.0392° E",28.4757,77.0392
672,flat,central park flower valley,sector 33,2.2,10476.0,3,3,3,12.0,New Property,I68814518,1900.0,0,0,0,1,0,2,49,"28.4420° N, 77.0207° E",28.442,77.0207
673,flat,gls avenue 51,sector 92,0.21,6953.0,1,1,1,0.0,Relatively New,D69622838,336.0,0,0,0,0,0,0,63,"28.4079° N, 76.9153° E",28.4079,76.9153
674,flat,prime habitat,sector 99a,0.32,4657.0,2,2,1,7.0,Relatively New,J64704666,601.0,0,0,0,0,0,0,44,"28.4561° N, 76.9542° E",28.4561,76.9542
675,flat,signature global city 37d ph 2,sector 37d,1.1,8148.0,3,3,1,2.0,Under Construction,S69121822,1500.0,0,1,0,0,0,0,30,"28.4478° N, 76.9703° E",28.4478,76.9703
676,house,independent,sector 9,3.4,12938.0,9,9,3,3.0,Moderately Old,O69749646,2628.0,0,0,0,0,0,2,61,"28.4603° N, 77.0000° E",28.4603,77.0
677,flat,pareena coban residences,sector 99a,1.32,6609.0,3,5,3,11.0,New Property,Z69589064,1737.0,0,0,0,1,0,0,88,"28.4561° N, 76.9542° E",28.4561,76.9542
678,house,independent,sector 50,7.0,23333.0,4,4,2,3.0,Old Property,A68809650,3400.0,0,0,0,1,0,0,118,"28.4178° N, 77.0628° E",28.4178,77.0628
