,property_type,society,sector,price,price_per_sqft,bedRoom,bathroom,balcony,floorNum,agePossession,property_id,builtup_area,study room,pooja room,store room,servant room,others,furnishing_type,facility_score,coordinates,latitude,longitude
2770,house,international city by sobha phase 1,sector 109,6.0,24691.0,4,5,3+,2.0,Relatively New,X69122618,2430.0,0,0,0,1,0,2,96,"28.5073° N, 77.0089° E",28.5073,77.0089
2771,flat,m3m the marina,sector 68,1.02,8095.0,2,2,2,11.0,Relatively New,Z70091460,1250.0,0,0,0,0,1,2,49,"28.3853° N, 77.0484° E",28.3853,77.0484
2772,flat,tulip violet,sector 69,1.9,9452.0,4,4,2,6.0,Relatively New,P69430032,1743.0,0,0,1,0,0,0,174,"28.3966° N, 77.0341° E",28.3966,77.0341
2773,house,independent,sector 26,8.9,32963.0,4,4,3+,2.0,Old Property,I66317624,2700.0,1,1,1,1,0,0,82,"28.4757° N, 77.1032° E",28.4757,77.1032
2774,flat,orchid petals,sector 49,2.45,11887.0,3,3,3,0.0,Relatively New,U70024910,1865.0,1,0,0,0,0,0,49,"28.4121° N, 77.0480° E",28.4121,77.048
2775,flat,emaar gurgaon greens,sector 102,1.54,9333.0,3,3,3,12.0,Relatively New,C70002144,1315.0,0,0,0,1,0,0,61,"28.4750° N, 76.9715° E",28.475,76.9715
2776,house,independent,sector 7,0.95,21111.0,2,1,1,3.0,New Property,O69262328,450.0,0,0,0,0,0,0,15,"28.4644° N, 77.0143° E",28.4644,77.0143
2777,flat,umang monsoon breeze,sector 78,0.88,4746.0,3,4,3,8.0,Moderately Old,N69099618,1668.0,0,1,0,1,0,0,111,"28.3733° N, 76.9729° E",28.3733,76.9729
2778,house,independent,sector 41,1.65,13750.0,1,1,0,1.0,Moderately Old,W67786326,1200.0,0,0,0,0,0,0,0,"28.4557° N, 77.0632° E",28.4557,77.0632
2779,flat,vatika the seven lamps,sector 82,0.89,8850.0,2,2,2,14.0,Relatively New,G69826712,1202.0,1,0,0,0,0,2,129,"28.3935° N, 76.9600° E",28.3935,76.96
2780,house,independent,sector 105,1.3,11555.0,3,3,1,2.0,Moderately Old,M68603318,1125.0,0,0,0,0,0,0,16,"28.4952° N, 77.0114° E",28.4952,77.0114
2781,house,ireo victory valley,sector 67,8.0,22222.0,6,7,3+,3.0,Moderately Old,B69964900,3600.0,1,1,1,1,0,2,151,"28.3859° N, 77.0608° E",28.3859,77.0608
2782,house,independent,sector 47,5.15,26615.0,3,9,3+,3.0,Relatively New,F70089250,1935.0,0,0,1,0,0,2,75,"28.4276° N, 77.0492° E",28.4276,77.0492
2783,flat,orchid petals,sector 49,2.09,11578.0,3,3,3,0.0,Relatively New,T70024810,1633.0,0,0,0,0,0,0,49,"28.4121° N, 77.0480° E",28.4121,77.048
2784,house,independent,sector 26,18.0,39841.0,5,4,3+,4.0,Moderately Old,U69690332,4518.0,1,1,1,1,0,2,113,"28.4757° N, 77.1032° E",28.4757,77.1032
2785,flat,ambience creacions,sector 22,2.4,17391.0,2,2,2,8.0,Relatively New,L69915070,1200.0,0,0,0,0,1,1,112,"28.5072° N, 77.0640° E",28.5072,77.064
2786,flat,ss the leaf,sector 85,1.83,7610.0,3,4,3,9.0,Relatively New,R69585006,1925.0,0,0,0,0,0,0,49,"28.4042° N, 76.9513° E",28.4042,76.9513
2787,flat,godrej summit,sector 104,1.35,5014.0,4,5,3+,0.0,Relatively New,P68403056,2991.0,1,1,1,1,0,0,88,"28.4788° N, 76.9960° E",28.4788,76.996
2788,flat,apna enclave,sector 3,0.5,7692.0,2,2,1,1.0,Old Property,H68850564,722.0,0,0,0,0,0,2,37,"28.4909° N, 77.0176° E",28.4909,77.0176
2789,flat,rof ananda,sector 95,0.31,5644.0,2,2,1,5.0,Relatively New,P69978952,610.0,0,1,0,0,0,2,74,"28.4172° N, 76.9081° E",28.4172,76.9081
2790,flat,m3m soulitude,sector 89,1.0,9066.0,2,2,2,2.0,New Property,P69680328,1226.0,1,0,0,0,0,0,49,"28.4253° N, 76.9439° E",28.4253,76.9439
2791,flat,sare green parc 2,sector 92,1.07,5246.0,4,3,3,10.0,Under Construction,G27149533,2040.0,1,0,0,1,0,0,86,"28.4079° N, 76.9153° E",28.4079,76.9153
2792,flat,shree vardhman flora,sector 90,0.64,4923.0,2,2,3,6.0,Old Property,O68310800,1199.0,1,0,0,0,0,0,103,"28.4085° N, 76.9369° E",28.4085,76.9369
2793,flat,dlf new town heights,sector 90,1.8,6600.0,4,4,3+,23.0,Moderately Old,K63352156,2468.0,0,0,0,0,0,0,67,"28.4085° N, 76.9369° E",28.4085,76.9369
2794,flat,ambience creacions,sector 22,4.63,14983.0,3,5,3+,5.0,New Property,L69964486,2796.0,0,0,0,1,1,0,120,"28.5072° N, 77.0640° E",28.5072,77.064
2795,flat,tulip violet,sector 69,1.7,8623.0,4,4,1,12.0,Relatively New,W69355346,1783.0,0,0,0,0,0,0,88,"28.3966° N, 77.0341° E",28.3966,77.0341
2796,flat,dlf regal gardens,sector 90,1.25,6459.0,3,3,3,10.0,Relatively New,Y41856015,1650.0,0,0,0,0,1,2,38,"28.4085° N, 76.9369° E",28.4085,76.9369
2797,flat,sidhartha ncr one phase,sector 95,0.43,3152.0,2,2,2,6.0,Relatively New,J66625644,1300.0,0,0,0,0,0,0,120,"28.4172° N, 76.9081° E",28.4172,76.9081
2798,flat,godrej summit,sector 104,1.05,5833.0,3,4,3+,7.0,Relatively New,Q69640110,2000.0,0,0,0,1,0,2,96,"28.4788° N, 76.9960° E",28.4788,76.996
2799,flat,hsiidc sidco shivalik apartments,manesar,0.73,3560.0,3,3,3+,2.0,Moderately Old,Q70128998,1705.0,0,0,0,1,0,0,80,"28.3515° N, 76.9428° E",28.3515,76.9428
2800,flat,on request,sector 103,1.69,9146.0,3,3,3+,8.0,Relatively New,M69829642,1670.0,0,0,0,0,0,0,49,"28.4949° N, 76.9845° E",28.4949,76.9845
2801,house,bhim garh kheri,sector 3,1.5,7576.0,7,2,0,1.0,Moderately Old,C68592482,1980.0,0,0,0,0,0,0,0,"28.4909° N, 77.0176° E",28.4909,77.0176
2802,house,landmark house,sector 43,2.75,25463.0,3,3,1,2.0,Moderately Old,F44144971,1080.0,0,1,0,0,0,0,21,"28.4629° N, 77.0772° E",28.4629,77.0772
2803,flat,vatika gurgaon,sector 83,1.42,8875.0,4,4,3,7.0,Relatively New,V65295042,2000.0,1,0,0,1,0,0,103,"28.3986° N, 76.9647° E",28.3986,76.9647
2804,flat,parsvnath green ville,sector 48,1.75,7201.0,3,3,3,7.0,Old Property,S69851304,2200.0,0,0,0,1,0,2,109,"28.4177° N, 77.0359° E",28.4177,77.0359
2805,flat,emaar mgf emerald floors premier,sector 65,2.85,14430.0,4,4,3,2.0,Relatively New,Q69099796,1975.0,1,0,0,1,0,0,21,"28.4030° N, 77.0690° E",28.403,77.069
2806,flat,signature global the millennia,sector 37d,0.6,9230.0,2,2,3,7.0,New Property,L68965444,625.0,0,0,0,0,0,0,35,"28.4478° N, 76.9703° E",28.4478,76.9703
2807,flat,microtek greenburg,sector 86,1.25,8445.0,2,2,3,13.0,Moderately Old,F69169052,1339.0,1,0,0,0,0,0,6,"28.3986° N, 76.9384° E",28.3986,76.9384
2808,flat,shapoorji pallonji joyville gurugram,sector 102,0.97,10601.0,2,2,2,12.0,New Property,N68217640,747.0,0,0,0,0,0,0,57,"28.4750° N, 76.9715° E",28.475,76.9715
2809,flat,parkwood westend,sector 92,0.7,5204.0,2,2,3,5.0,Under Construction,L47956793,1217.0,1,0,0,0,0,0,0,"28.4079° N, 76.9153° E",28.4079,76.9153
2810,flat,pyramid urban homes 2,sector 86,0.43,8582.0,2,2,1,6.0,New Property,Q69709364,557.0,1,0,0,0,0,0,92,"28.3986° N, 76.9384° E",28.3986,76.9384
2811,flat,sobha smriti apartments,sector 56,0.5,8333.0,1,1,2,3.0,Old Property,E68021668,667.0,0,0,0,0,0,0,0,"28.4245° N, 77.0991° E",28.4245,77.0991
2812,flat,ramprastha the edge towers,sector 37d,0.75,5319.0,2,2,3,19.0,Moderately Old,I69691096,1410.0,0,0,0,0,0,0,63,"28.4478° N, 76.9703° E",28.4478,76.9703
2813,flat,dlf the primus,sector 82a,1.59,10338.0,3,3,3+,5.0,Relatively New,D69723428,1668.0,0,0,0,0,1,1,167,"28.3858° N, 76.9686° E",28.3858,76.9686
2814,flat,orchid petals,sector 49,2.35,11559.0,3,3,3,15.0,Relatively New,P70125798,2030.0,0,0,0,0,1,0,49,"28.4121° N, 77.0480° E",28.4121,77.048
2815,house,vipul tatvam villa,sector 48,7.8,23148.0,4,4,3+,2.0,Relatively New,R61915240,3240.0,1,1,1,1,0,2,145,"28.4177° N, 77.0359° E",28.4177,77.0359
2816,flat,signature global orchard avenue,sector 93,0.36,6715.0,2,2,2,6.0,Relatively New,I69622378,604.0,0,0,0,0,0,0,16,"28.4153° N, 76.9326° E",28.4153,76.9326
2817,flat,tulip monsella,sector 53,8.25,28004.0,3,4,3,8.0,Under Construction,F68216448,2661.0,0,0,0,1,0,1,35,"28.4433° N, 77.0948° E",28.4433,77.0948
2818,flat,unitech the residences,sector 33,1.35,8737.0,3,4,2,8.0,Moderately Old,C69428930,1398.0,0,0,0,1,0,0,49,"28.4420° N, 77.0207° E",28.442,77.0207
2819,flat,dlf the skycourt,sector 86,1.6,8294.0,3,3,3+,9.0,Relatively New,S69471954,1548.0,0,0,0,0,1,2,167,"28.3986° N, 76.9384° E",28.3986,76.9384
2820,house,independent,sector 25,10.5,29022.0,5,5,3,3.0,Moderately Old,F69573494,3618.0,1,1,0,1,0,0,42,"28.4844° N, 77.0860° E",28.4844,77.086
2821,house,independent,sector 57,6.21,23000.0,6,6,3+,4.0,Old Property,J69994418,2700.0,1,1,1,1,0,0,52,"28.4232° N, 77.0752° E",28.4232,77.0752
2822,flat,paras dews,sector 106,1.35,8940.0,4,3,3,19.0,Old Property,H68151396,1678.0,0,0,0,1,0,0,112,"28.5007° N, 77.0003° E",28.5007,77.0003
2823,flat,maxworth city residences,sector 10a,0.8,6400.0,2,3,2,9.0,New Property,L62335910,1389.0,0,0,0,0,0,0,46,"28.4469° N, 77.0106° E",28.4469,77.0106
2824,flat,sare crescent parc royal greens phase 1,sector 92,0.75,4325.0,4,4,3+,3.0,Relatively New,P67904002,1734.0,0,0,0,0,0,0,93,"28.4079° N, 76.9153° E",28.4079,76.9153
2825,house,ansal sushant lok,sector 43,10.5,27911.0,4,4,2,2.0,Old Property,O70046168,3762.0,0,0,0,1,0,0,59,"28.4629° N, 77.0772° E",28.4629,77.0772
2826,flat,indiabulls enigma,sector 110,4.25,10953.0,5,5,3+,4.0,Relatively New,L69578382,3511.0,0,0,0,1,0,0,101,"28.5145° N, 77.0197° E",28.5145,77.0197
2827,flat,sbtl caladium,sector 109,1.6,6286.0,3,3,3,9.0,Relatively New,D69512940,2303.0,0,0,0,1,0,0,75,"28.5073° N, 77.0089° E",28.5073,77.0089
2828,house,independent,sector 2,1.0,8230.0,3,7,3+,3.0,Moderately Old,X68234360,1215.0,0,1,0,0,0,0,0,"28.5095° N, 77.0320° E",28.5095,77.032
2829,flat,bhagwati sadan,sector 12,1.15,5500.0,3,4,2,2.0,Old Property,L68930346,2000.0,0,0,0,1,1,0,0,"28.4723° N, 77.0320° E",28.4723,77.032
2830,flat,m3m woodshire,sector 107,0.82,6002.0,2,2,3+,7.0,Relatively New,U69550268,1236.0,0,0,0,0,0,0,111,"28.5052° N, 76.9729° E",28.5052,76.9729
2831,house,independent,sector 36,0.66,7168.0,2,2,3,4.0,New Property,V67079234,823.0,0,0,0,0,0,0,0,"28.4160° N, 76.9914° E",28.416,76.9914
2832,flat,ss the leaf,sector 85,2.7,7754.0,4,4,3+,23.0,New Property,Y67042868,3151.0,0,0,0,0,0,0,21,"28.4042° N, 76.9513° E",28.4042,76.9513
2833,flat,m3m woodshire,sector 107,1.29,8835.0,3,3,3+,1.0,Relatively New,P68258450,1690.0,0,1,0,0,0,2,174,"28.5052° N, 76.9729° E",28.5052,76.9729
2834,flat,indiabulls centrum park,sector 103,1.05,5861.0,2,2,3,1.0,Relatively New,K67904562,1365.0,0,0,0,0,0,2,51,"28.4949° N, 76.9845° E",28.4949,76.9845
2835,flat,smart world orchard,sector 61,1.6,13913.0,2,2,2,4.0,New Property,U69433708,1278.0,1,0,0,0,1,0,29,"28.4050° N, 77.0963° E",28.405,77.0963
2836,flat,spaze privy at,sector 84,1.2,7453.0,2,2,3,3.0,Relatively New,S69262092,1457.0,1,0,0,0,0,2,133,"28.3979° N, 76.9736° E",28.3979,76.9736
2837,house,independent,sector 2,2.55,16378.0,3,3,2,2.0,Old Property,U64835622,1557.0,0,0,0,0,0,0,8,"28.5095° N, 77.0320° E",28.5095,77.032
2838,flat,puri emerald bay,sector 104,2.65,15007.0,3,4,3,15.0,Relatively New,L69551250,2090.0,0,0,0,1,0,2,174,"28.4788° N, 76.9960° E",28.4788,76.996
2839,flat,emaar palm gardens,sector 83,1.73,9105.0,3,3,3,5.0,Relatively New,C69392058,1600.0,0,0,0,1,0,2,174,"28.3986° N, 76.9647° E",28.3986,76.9647
2840,flat,experion the heartsong,sector 108,1.25,9259.0,3,3,3,1.0,Relatively New,O69665246,1500.0,0,1,0,1,0,0,174,"28.5134° N, 76.9830° E",28.5134,76.983
2841,flat,the close north,sector 50,2.65,10685.0,3,4,3+,6.0,Moderately Old,K70103464,2470.0,0,0,0,1,0,2,174,"28.4178° N, 77.0628° E",28.4178,77.0628
2842,flat,la vida by tata housing,sector 113,3.05,15561.0,3,4,3,3.0,Relatively New,B69375744,2150.0,0,0,0,1,0,0,174,"28.5287° N, 77.0233° E",28.5287,77.0233
2843,flat,parsvnath exotica,sector 53,6.44,19000.0,4,4,3,7.0,Moderately Old,Z69525592,3068.0,0,0,0,1,0,2,80,"28.4433° N, 77.0948° E",28.4433,77.0948
2844,flat,raheja revanta,sector 78,0.99,6100.0,2,2,3,14.0,Under Construction,H29087587,1467.0,0,0,0,0,1,0,39,"28.3733° N, 76.9729° E",28.3733,76.9729
2845,flat,ats kocoon,sector 109,1.7,12878.0,3,3,3,22.0,Relatively New,K68731282,1550.0,0,0,0,0,0,0,103,"28.5073° N, 77.0089° E",28.5073,77.0089
2846,flat,suncity vatsal valley,gwal pahari,1.45,10139.0,3,3,3,4.0,Under Construction,M68395278,1430.0,0,0,0,0,0,0,49,"28.4484° N, 77.0210° E",28.4484,77.021
2847,flat,adani brahma samsara vilasa,sector 63,3.4,10000.0,3,3,3+,1.0,New Property,M69928892,3077.0,0,0,0,0,0,0,99,"28.3971° N, 77.0867° E",28.3971,77.0867
2848,flat,signature global solera,sector 107,0.36,6569.0,2,2,1,9.0,Relatively New,D60290914,496.0,0,0,0,0,0,0,28,"28.5052° N, 76.9729° E",28.5052,76.9729
2849,flat,m3m skywalk,sector 74,1.54,11000.0,2,2,3+,22.0,Relatively New,N69714458,1200.0,0,0,0,0,1,0,137,"28.4158° N, 77.0118° E",28.4158,77.0118
2850,flat,ansal heights 86,sector 86,0.95,5621.0,3,2,1,6.0,New Property,P69977474,1878.0,0,0,0,0,0,0,15,"28.3986° N, 76.9384° E",28.3986,76.9384
2851,flat,indiabulls centrum park,sector 103,2.14,7443.0,4,6,3+,7.0,Relatively New,Y68884816,2718.0,0,0,0,1,0,0,142,"28.4949° N, 76.9845° E",28.4949,76.9845
2852,house,eros rosewood villas,sector 49,2.8,15555.0,3,3,3,2.0,Moderately Old,Y68580388,1800.0,0,1,0,0,0,0,68,"28.4121° N, 77.0480° E",28.4121,77.048
2853,flat,indiabulls centrum park,sector 103,1.34,7486.0,3,3,3+,13.0,Relatively New,H69107526,1560.0,1,0,0,0,0,0,93,"28.4949° N, 76.9845° E",28.4949,76.9845
2854,flat,m3m golfestate,sector 65,6.1,18138.0,3,3,3,19.0,Moderately Old,V69644720,3027.0,1,0,0,1,0,2,174,"28.4030° N, 77.0690° E",28.403,77.069
2855,flat,ambience creacions,sector 22,1.99,15546.0,2,2,2,9.0,New Property,M69440660,1285.0,0,0,0,0,0,0,49,"28.5072° N, 77.0640° E",28.5072,77.064
2856,house,independent,sector 25,10.85,38150.0,6,6,1,3.0,Relatively New,U69218678,2844.0,0,0,1,0,0,2,136,"28.4844° N, 77.0860° E",28.4844,77.086
2857,flat,raheja atharva,sector 109,1.6,5319.0,4,1,0,0.0,New Property,O69280216,3008.0,0,0,0,0,0,0,0,"28.5073° N, 77.0089° E",28.5073,77.0089
2858,flat,godrej aria,sector 79,1.45,9062.0,2,2,3+,9.0,Relatively New,L70139474,1494.0,1,0,0,0,0,0,113,"28.3624° N, 76.9787° E",28.3624,76.9787
2859,flat,ss the leaf,sector 85,1.05,6163.0,2,2,3+,7.0,Relatively New,G66846598,1512.0,0,0,1,0,0,0,144,"28.4042° N, 76.9513° E",28.4042,76.9513
2860,house,independent,sector 4,1.25,8681.0,2,3,0,1.0,Moderately Old,R68998694,160.0,0,0,0,0,0,0,0,"28.4738° N, 77.0107° E",28.4738,77.0107
2861,flat,indiabulls enigma,sector 110,3.4,10000.0,4,5,3,3.0,Relatively New,T69721902,3077.0,0,0,1,1,0,0,90,"28.5145° N, 77.0197° E",28.5145,77.0197
2862,flat,godrej oasis,sector 88a,0.95,7268.0,2,2,2,6.0,Relatively New,X66115252,1452.0,0,0,0,0,0,0,79,"28.4347° N, 76.9557° E",28.4347,76.9557
2863,flat,brisk lumbini terrace homes,sector 109,1.38,6338.0,3,3,1,4.0,Moderately Old,F68641358,2419.0,0,0,0,0,0,0,20,"28.5073° N, 77.0089° E",28.5073,77.0089
2864,flat,dlf the ultima,sector 81,2.35,11174.0,3,3,3+,14.0,Relatively New,N70068566,1550.0,1,1,0,1,1,1,49,"28.3867° N, 76.9485° E",28.3867,76.9485
2865,house,unitech espace,sector 50,7.42,34352.0,4,4,3,2.0,Old Property,A68499108,3200.0,0,0,0,0,0,2,88,"28.4178° N, 77.0628° E",28.4178,77.0628
2866,flat,godrej nature plus,sector 33,1.08,13126.0,2,2,3,8.0,Under Construction,O67585740,85.0,0,0,0,0,0,0,56,"28.4420° N, 77.0207° E",28.442,77.0207
2867,house,independent,sector 24,4.5,33333.0,2,8,3+,4.0,Relatively New,Q69297316,1350.0,0,0,1,1,0,2,56,"28.4939° N, 77.1038° E",28.4939,77.1038
2868,flat,ramsons kshitij,sector 95,0.4,5839.0,3,2,2,6.0,New Property,I69077304,761.0,0,0,0,0,0,0,0,"28.4172° N, 76.9081° E",28.4172,76.9081
2869,flat,bptp mansions park prime,sector 66,3.0,10853.0,4,4,3,3.0,Relatively New,M69225774,2700.0,1,1,0,1,1,2,174,"28.3925° N, 77.0541° E",28.3925,77.0541
2870,house,satya the hermitage,sector 103,3.15,6702.0,4,5,0,12.0,Relatively New,Z67904052,4700.0,0,0,0,0,0,0,61,"28.4949° N, 76.9845° E",28.4949,76.9845
2871,flat,chd avenue,sector 71,0.95,7917.0,2,2,0,5.0,Moderately Old,D69982334,1200.0,0,0,0,0,0,0,0,"28.4104° N, 77.0281° E",28.4104,77.0281
2872,flat,supertech hues,sector 68,1.0,8474.0,2,2,3,23.0,New Property,U69732050,1311.0,0,0,0,0,0,0,49,"28.3853° N, 77.0484° E",28.3853,77.0484
2873,flat,brisk lumbini terrace homes,sector 109,1.5,6616.0,3,3,1,4.0,New Property,E68931654,2519.0,0,0,0,1,0,0,37,"28.5073° N, 77.0089° E",28.5073,77.0089
2874,flat,tulip violet,sector 69,1.78,8855.0,4,4,2,10.0,Relatively New,D69963878,1819.0,0,1,0,0,0,2,156,"28.3966° N, 77.0341° E",28.3966,77.0341
2875,flat,ss the leaf,sector 85,1.77,7350.0,3,4,3,6.0,Moderately Old,G53338910,1450.0,0,0,0,1,0,2,135,"28.4042° N, 76.9513° E",28.4042,76.9513
2876,flat,dlf the ultima,sector 81,2.5,11726.0,3,3,2,20.0,Relatively New,I69974258,1700.0,0,0,0,1,0,1,174,"28.3867° N, 76.9485° E",28.3867,76.9485
2877,flat,signature global city,sector 37d,1.1,9838.0,2,2,2,4.0,Relatively New,S68639866,1242.0,0,0,0,0,0,0,59,"28.4478° N, 76.9703° E",28.4478,76.9703
2878,flat,tulip leaf,sector 69,2.07,11423.0,3,3,3,16.0,Relatively New,D69180036,1640.0,0,0,0,0,0,0,49,"28.3966° N, 77.0341° E",28.3966,77.0341
2879,flat,signature global solera,sector 107,0.51,7906.0,3,2,2,9.0,Relatively New,H69308942,717.0,0,0,0,0,1,0,15,"28.5052° N, 76.9729° E",28.5052,76.9729
2880,flat,ramson kshitij sec-95 gurugram,sector 95,0.27,2700.0,2,2,0,1.0,New Property,V68346118,758.0,0,0,0,0,0,0,0,"28.4172° N, 76.9081° E",28.4172,76.9081
2881,house,ansals florence villa,sector 57,6.0,22222.0,4,5,2,2.0,Old Property,I69531402,2700.0,0,1,0,1,0,2,20,"28.4232° N, 77.0752° E",28.4232,77.0752
2882,flat,ats triumph,sector 104,2.65,8412.0,4,4,3+,10.0,Relatively New,Q68672590,2851.0,0,0,0,1,0,0,174,"28.4788° N, 76.9960° E",28.4788,76.996
2883,flat,emaar mgf emerald floors,sector 65,2.6,15758.0,3,3,3+,3.0,Relatively New,B66743880,1650.0,0,0,0,0,0,0,0,"28.4030° N, 77.0690° E",28.403,77.069
2884,flat,ss the leaf,sector 85,1.58,7714.0,3,4,3,8.0,Relatively New,B68213610,2227.0,0,0,0,1,0,0,159,"28.4042° N, 76.9513° E",28.4042,76.9513
2885,house,independent,sector 26,6.0,33333.0,3,5,3+,3.0,Old Property,G62798362,1800.0,0,0,0,0,0,2,9,"28.4757° N, 77.1032° E",28.4757,77.1032
2886,flat,tata gurgaon gateway,sector 113,6.0,9139.0,5,6,3+,24.0,Moderately Old,M69605454,7294.0,0,0,0,0,0,0,117,"28.5287° N, 77.0233° E",28.5287,77.0233
2887,flat,emaar palm heights,sector 77,2.25,11250.0,3,3,3,22.0,New Property,N70141242,1810.0,0,0,0,1,0,2,42,"28.3801° N, 76.9845° E",28.3801,76.9845
2888,house,signature global city 92,sector 92,0.75,7820.0,2,2,3,1.0,Relatively New,I68120942,959.0,0,0,0,0,0,0,46,"28.4079° N, 76.9153° E",28.4079,76.9153
2889,house,signature global city,sector 37d,1.27,8089.0,3,3,3,4.0,Under Construction,O65646706,1570.0,0,1,0,0,0,0,89,"28.4478° N, 76.9703° E",28.4478,76.9703
2890,house,independent,sector 9,1.25,8735.0,3,6,3+,3.0,Old Property,J69656828,1431.0,0,0,0,0,0,0,0,"28.4603° N, 77.0000° E",28.4603,77.0
2891,flat,zara aavaas,sector 104,0.4,7029.0,2,2,1,14.0,Relatively New,R57419024,515.0,0,0,0,0,0,0,38,"28.4788° N, 76.9960° E",28.4788,76.996
2892,flat,sapphire eighty three,sector 83,0.4,8547.0,1,1,1,6.0,Relatively New,W69644442,520.0,0,0,0,0,0,1,52,"28.3986° N, 76.9647° E",28.3986,76.9647
2893,house,ireo victory valley,sector 67,8.0,22222.0,6,7,3+,51.0,Moderately Old,B69710388,3600.0,1,1,0,1,0,2,49,"28.3859° N, 77.0608° E",28.3859,77.0608
2894,house,ansal sushant residency,sector 57,4.6,17037.0,6,6,3,3.0,Old Property,K69632360,2700.0,1,1,1,1,0,1,102,"28.4232° N, 77.0752° E",28.4232,77.0752
2895,flat,imperia the esfera,sector 37c,0.99,5454.0,3,5,3+,5.0,Relatively New,E69870240,1400.0,0,0,0,1,0,0,49,"28.4515° N, 76.9882° E",28.4515,76.9882
2896,flat,ireo the corridors,sector 67a,2.0,11428.0,3,3,3,12.0,New Property,V19994483,1584.0,1,0,0,0,0,0,38,"28.3960° N, 77.0372° E",28.396,77.0372
2897,flat,sare crescent parc,sector 92,0.71,4933.0,3,3,2,6.0,Relatively New,R70040812,1596.0,0,0,0,0,0,0,37,"28.4079° N, 76.9153° E",28.4079,76.9153
2898,flat,spaze privy,sector 72,1.9,9620.0,3,3,3,10.0,Moderately Old,S69746820,1787.0,0,0,0,1,0,2,31,"28.4225° N, 77.0211° E",28.4225,77.0211
2899,house,vatika signature villas,sector 82,5.0,15432.0,4,4,3+,3.0,Relatively New,U68448652,3240.0,0,1,1,1,0,0,24,"28.3935° N, 76.9600° E",28.3935,76.96
2900,flat,corona optus,sector 37c,1.22,6912.0,3,4,3,5.0,Relatively New,T69464532,1665.0,0,0,0,0,0,0,149,"28.4515° N, 76.9882° E",28.4515,76.9882
2901,flat,parsvnath exotica,sector 53,5.0,17241.0,3,4,3,7.0,Old Property,M69783894,3222.0,0,0,0,1,0,2,24,"28.4433° N, 77.0948° E",28.4433,77.0948
2902,flat,bestech park view residency,sector 2,1.26,8051.0,2,2,3,7.0,Moderately Old,N69051050,1416.0,1,0,0,0,0,0,84,"28.5095° N, 77.0320° E",28.5095,77.032
2903,house,independent,sector 9,0.35,9722.0,2,2,1,2.0,Old Property,A68535224,360.0,0,0,0,0,0,0,0,"28.4603° N, 77.0000° E",28.4603,77.0
2904,flat,tulip violet,sector 69,1.75,8883.0,4,4,1,12.0,Relatively New,N69355550,1783.0,0,0,0,0,0,0,86,"28.3966° N, 77.0341° E",28.3966,77.0341
2905,flat,housing board colony,sector 51,0.3,7317.0,1,1,2,0.0,Old Property,W70010054,459.0,0,0,0,0,0,0,0,"28.4320° N, 77.0686° E",28.432,77.0686
2906,flat,tulip violet,sector 69,1.37,8907.0,3,3,1,12.0,Relatively New,B69407016,1392.0,0,0,0,0,0,0,116,"28.3966° N, 77.0341° E",28.3966,77.0341
2907,flat,pivotal riddhi siddhi,sector 99,0.5,8517.0,2,1,2,7.0,New Property,D67438392,652.0,0,0,0,0,0,0,24,"28.4640° N, 76.9614° E",28.464,76.9614
2908,flat,m3m merlin,sector 67,2.8,13671.0,3,3,3,2.0,Relatively New,K69205204,2048.0,0,0,1,0,0,1,174,"28.3859° N, 77.0608° E",28.3859,77.0608
2909,flat,vatika city homes,sector 83,1.0,5747.0,3,3,2,2.0,Relatively New,W69591392,1575.0,0,0,1,0,0,2,174,"28.3986° N, 76.9647° E",28.3986,76.9647
2910,flat,afnhb jalvayu vihar,sector 30,1.45,11153.0,3,2,2,2.0,Old Property,D68662462,1300.0,0,0,0,0,0,1,75,"28.4604° N, 77.0579° E",28.4604,77.0579
2911,flat,tulip violet,sector 69,1.92,15360.0,4,4,2,0.0,Relatively New,A69355858,1389.0,0,0,0,0,0,0,174,"28.3966° N, 77.0341° E",28.3966,77.0341
2912,flat,dlf express greens,manesar,1.5,6358.0,4,5,3+,10.0,New Property,Z29421515,2135.0,0,0,0,1,0,0,32,"28.3515° N, 76.9428° E",28.3515,76.9428
2913,flat,unitech uniworld city,sector 30,3.55,14991.0,3,5,3+,16.0,Old Property,T70168908,2367.0,0,0,0,1,0,2,141,"28.4604° N, 77.0579° E",28.4604,77.0579
2914,flat,afnhb jalvayu vihar,sector 30,0.85,12859.0,2,2,1,2.0,Old Property,T69338898,734.0,0,0,0,0,1,2,49,"28.4604° N, 77.0579° E",28.4604,77.0579
2915,flat,signature global solera,sector 107,0.5,4761.0,3,2,2,5.0,Relatively New,R55119848,850.0,0,0,0,0,1,0,35,"28.5052° N, 76.9729° E",28.5052,76.9729
2916,flat,tulip violet,sector 69,1.7,8432.0,4,4,2,10.0,New Property,M68278424,1819.0,0,0,0,0,0,0,125,"28.3966° N, 77.0341° E",28.3966,77.0341
2917,flat,ss the leaf,sector 85,1.31,7987.0,2,2,2,5.0,Relatively New,C69984480,1822.0,0,0,0,1,0,0,89,"28.4042° N, 76.9513° E",28.4042,76.9513
2918,flat,unitech fresco,sector 50,1.88,10479.0,3,3,3+,14.0,Moderately Old,S69864700,1790.0,0,0,0,0,1,2,174,"28.4178° N, 77.0628° E",28.4178,77.0628
