property_type,society,sector,price,price_per_sqft,area,areaWithType,bedRoom,bathroom,balcony,floorNum,facing,agePossession,property_id,super_builtup_area,builtup_area,carpet_area,study room,pooja room,store room,servant room,others,furnishing_type,facility_score
flat,the pearl apartmen,sector 15,0.43,5584.0,770.0,Carpet area: 770 (71.54 sq.m.),2,2,1,2.0,,Undefined,L69151724,,,770.0,0,0,0,0,0,2,28
flat,umang winter hills,sector 77,0.8,5961.0,1342.0,Super Built up area 1342(124.68 sq.m.)Carpet area: 1000 sq.ft. (92.9 sq.m.),2,2,2,10.0,North,Undefined,W69654942,1342.0,,1000.0,0,0,0,0,0,2,49
flat,godrej,sector 79,1.34,8524.0,1572.0,Super Built up area 1572(146.04 sq.m.),2,2,3,2.0,North-West,Undefined,J69483440,1572.0,,,1,0,0,0,0,0,158
flat,signature signum 95a,sector 95,0.4,7782.0,514.0,Carpet area: 514 (47.75 sq.m.),2,2,2,3.0,East,New Property,A68440828,,,514.0,0,0,0,0,0,0,44
flat,whiteland the aspen,sector 76,3.35,17615.0,1902.0,Carpet area: 1900 (176.52 sq.m.),3,4,3+,5.0,North-East,Under Construction,A69585100,,,1900.0,0,0,0,1,0,1,151
house,project housing board colony,sector 28,2.58,17695.0,1458.0,Carpet area: 1300 (120.77 sq.m.),4,2,2,2.0,,Undefined,L69614906,,,1300.0,0,0,0,0,0,0,0
flat,ansal housing highland park,sector 103,0.8,5878.0,1361.0,Built Up area: 1361 (126.44 sq.m.)Carpet area: 1300 sq.ft. (120.77 sq.m.),2,2,2,9.0,South-East,Undefined,E68022102,,1361.0,1300.0,0,0,0,0,0,0,0
flat,mahindra aura,sector 110,1.4,9655.0,1450.0,Super Built up area 1615(150.04 sq.m.)Built Up area: 1550 sq.ft. (144 sq.m.)Carpet area: 1450 sq.ft. (134.71 sq.m.),3,3,3,10.0,North,Undefined,B69710156,1615.0,1550.0,1450.0,0,0,0,0,0,2,142
flat,apex our homes,sector 37c,0.33,3567.0,925.0,Super Built up area 925(85.94 sq.m.)Built Up area: 850 sq.ft. (78.97 sq.m.)Carpet area: 800 sq.ft. (74.32 sq.m.),2,2,1,3.0,West,Undefined,D70095814,925.0,850.0,800.0,0,0,0,0,0,2,158
flat,corona optus,sector 37c,1.25,7090.0,1763.0,Super Built up area 1763(163.79 sq.m.)Built Up area: 1350 sq.ft. (125.42 sq.m.)Carpet area: 1234 sq.ft. (114.64 sq.m.),3,3,3,4.0,North-West,Undefined,B69870480,1763.0,1350.0,1234.0,0,0,0,0,1,0,49
flat,spaze privy at,sector 84,1.24,6465.0,1918.0,Super Built up area 1918(178.19 sq.m.)Built Up area: 1650 sq.ft. (153.29 sq.m.)Carpet area: 1550 sq.ft. (144 sq.m.),3,3,3,8.0,North-East,Undefined,N69292980,1918.0,1650.0,1550.0,1,0,0,0,0,2,158
flat,emaar palm gardens,sector 83,1.35,12325.0,1095.0,Super Built up area 1720(159.79 sq.m.)Carpet area: 1095.3 sq.ft. (101.76 sq.m.),3,3,3,7.0,South-West,Undefined,O55737304,1720.0,,1095.3,0,0,0,1,0,0,24
flat,experion windchants,sector 112,3.0,11538.0,2600.0,Super Built up area 2802(260.31 sq.m.)Built Up area: 2600 sq.ft. (241.55 sq.m.)Carpet area: 2200 sq.ft. (204.39 sq.m.),3,3,2,2.0,North,Undefined,J69916692,2802.0,2600.0,2200.0,0,0,0,0,1,2,49
flat,signature global synera,sector 81,0.48,8450.0,568.0,Super Built up area 657(61.04 sq.m.)Carpet area: 568 sq.ft. (52.77 sq.m.),2,2,1,7.0,South-East,Undefined,W69403362,657.0,,568.0,0,0,0,0,0,2,70
flat,awho sispal vihar,sector 49,2.0,7262.0,2754.0,Super Built up area 2754(255.85 sq.m.),4,3,3+,4.0,,Undefined,X70167572,2754.0,,,0,0,0,0,0,0,65
flat,paras dews,sector 106,1.4,9978.0,1403.0,Super Built up area 2355(218.79 sq.m.)Built Up area: 1535 sq.ft. (142.61 sq.m.)Carpet area: 1403 sq.ft. (130.34 sq.m.),4,6,3+,10.0,North-West,Undefined,P69532574,2355.0,1535.0,1403.0,0,0,0,1,0,0,174
flat,sare crescent parc,sector 92,1.0,4778.0,2093.0,Built Up area: 2093 (194.45 sq.m.),4,4,3,9.0,,Undefined,B70143732,,2093.0,,0,0,0,0,0,0,0
flat,adani oyster greens,sector 102,1.9,10058.0,1889.0,Carpet area: 1889 (175.49 sq.m.),3,3,3+,9.0,North-East,Undefined,W70011122,,,1889.0,1,1,1,0,0,0,0
flat,bhemerlei,sohna road road,0.69,5100.0,1353.0,Built Up area: 1350 (125.42 sq.m.),2,2,2,3.0,,Under Construction,A27211569,,1350.0,,0,0,0,0,0,0,0
flat,dlf new town heights,sector 90,1.25,6476.0,1930.0,Super Built up area 1930(179.3 sq.m.)Built Up area: 1929 sq.ft. (179.21 sq.m.)Carpet area: 1928 sq.ft. (179.12 sq.m.),3,3,3+,6.0,West,Undefined,N69266530,1930.0,1929.0,1928.0,0,1,0,1,0,0,136
flat,ambience creacions,sector 22,4.8,19200.0,2500.0,Carpet area: 2500 (232.26 sq.m.),4,6,3+,10.0,North-East,New Property,U67798494,,,2500.0,0,1,0,1,0,1,49
flat,bestech park view spa next,sector 67,2.72,11574.0,2350.0,Super Built up area 2350(218.32 sq.m.)Built Up area: 2250 sq.ft. (209.03 sq.m.)Carpet area: 2001 sq.ft. (185.9 sq.m.),4,4,3+,0.0,South-West,Undefined,D69506128,2350.0,2250.0,2001.0,0,1,0,1,0,2,128
flat,pioneer araya,sector 62,8.35,19513.0,4279.0,Super Built up area 4279(397.53 sq.m.),4,6,3,16.0,East,Undefined,Y69067966,4279.0,,,0,1,0,1,0,0,153
flat,m3m woodshire,sector 107,0.8,5856.0,1366.0,Super Built up area 1366(126.91 sq.m.),2,2,3+,14.0,,New Property,M62958574,1366.0,,,0,0,0,0,0,0,67
flat,ireo victory valley,sector 67,4.75,13929.0,3410.0,Super Built up area 3410(316.8 sq.m.)Built Up area: 3200 sq.ft. (297.29 sq.m.)Carpet area: 3100 sq.ft. (288 sq.m.),4,4,3+,0.0,West,Undefined,T69823410,3410.0,3200.0,3100.0,1,1,1,1,0,2,165
flat,sushant lok 1 builder floors,sector 43,2.5,12920.0,1935.0,Super Built up area 215(179.77 sq.m.),3,3,2,2.0,,New Property,A68537744,215.0,,,0,0,0,0,0,0,0
house,sushant lok 1 builder floors,sector 43,2.45,7756.0,3159.0,Plot area 60(50.17 sq.m.)Built Up area: 540 sq.yards (451.51 sq.m.)Carpet area: 351 sq.yards (293.48 sq.m.),4,4,3+,3.0,West,Undefined,M69616474,,540.0,351.0,1,1,0,1,1,1,123
house,independent,sector 23,2.8,161849.0,173.0,Plot area 173(16.07 sq.m.)Built Up area: 160 sq.ft. (14.86 sq.m.)Carpet area: 150 sq.ft. (13.94 sq.m.),5,5,3+,2.0,North-East,Undefined,C69920108,,160.0,150.0,0,1,0,0,0,2,74
house,unitech uniworld resorts,sector 33,9.55,19293.0,4950.0,Plot area 550(459.87 sq.m.),6,7,3+,2.0,East,Undefined,Z70215070,,4950.0,,1,1,1,1,0,2,126
flat,shree vardhman flora,sector 90,0.85,4404.0,1930.0,Super Built up area 1930(179.3 sq.m.)Carpet area: 1450 sq.ft. (134.71 sq.m.),3,4,3,3.0,South-East,Undefined,F68357314,1930.0,,1450.0,0,0,1,1,0,0,110
flat,signature global park,sohna road,0.52,6326.0,822.0,Carpet area: 822 (76.37 sq.m.),2,2,2,3.0,North-West,Undefined,P69364116,,,822.0,0,1,0,0,0,0,161
house,bhim garh kheri,sector 3,0.75,6410.0,1170.0,Plot area 130(108.7 sq.m.),4,2,2,2.0,West,Undefined,T69080734,,1170.0,,0,0,0,0,0,0,16
flat,orchid petals,sector 49,2.51,12178.0,2061.0,Super Built up area 2061(191.47 sq.m.),3,3,3+,7.0,East,Undefined,H69607876,2061.0,,,1,0,0,0,0,2,72
flat,m3m woodshire,sector 107,1.32,6330.0,2085.0,Super Built up area 1943(180.51 sq.m.),3,3,3,10.0,East,Undefined,A69551290,1943.0,,,0,0,0,0,0,0,117
house,jacobpura,sector 12,0.53,14583.0,363.0,Plot area 360(33.45 sq.m.),4,4,2,3.0,East,Undefined,K68311862,,360.0,,0,0,0,0,0,0,0
flat,conscient heritage max,sector 102,2.5,11633.0,2149.0,Super Built up area 2149(199.65 sq.m.),3,4,3+,25.0,North-East,New Property,H58335368,2149.0,,,1,0,0,1,0,2,56
house,independent,sector 25,6.5,36111.0,1800.0,Plot area 200(167.23 sq.m.),4,4,3+,2.0,North-East,Undefined,Q69690592,,1800.0,,1,1,1,1,0,0,61
house,independent,sector 57,3.15,20349.0,1548.0,Plot area 172(143.81 sq.m.),5,4,3+,2.0,North-East,Undefined,H70267206,,1548.0,,0,0,1,0,0,2,60
flat,awho shanti vihar,sector 95,0.8,8888.0,900.0,Super Built up area 900(83.61 sq.m.)Carpet area: 550 sq.ft. (51.1 sq.m.),2,2,3,9.0,East,New Property,R70152082,900.0,,550.0,1,0,0,0,0,0,67
flat,tulip orange,sector 70,1.0,10309.0,970.0,Carpet area: 970 (90.12 sq.m.),3,2,2,3.0,,Undefined,F70070030,,,970.0,0,0,0,0,0,0,58
flat,tulip violet,sector 69,1.4,8840.0,1584.0,Super Built up area 1578(146.6 sq.m.),3,3,2,1.0,North-East,Undefined,H68277890,1578.0,,,0,0,0,0,0,0,95
flat,sare homes,sector 92,0.71,5354.0,1326.0,Carpet area: 1326 (123.19 sq.m.),3,3,3,2.0,North-West,Undefined,G69808444,,,1326.0,0,1,0,0,0,0,108
flat,ss the coralwood,sector 84,1.01,5771.0,1750.0,Super Built up area 1750(162.58 sq.m.)Built Up area: 1475 sq.ft. (137.03 sq.m.)Carpet area: 1350 sq.ft. (125.42 sq.m.),3,3,2,18.0,North-West,Undefined,B68616090,1750.0,1475.0,1350.0,0,0,0,0,0,0,40
flat,tulip violet,sector 69,1.68,8358.0,2010.0,Super Built up area 2010(186.74 sq.m.),4,4,2,2.0,North-West,Undefined,W68278084,2010.0,,,0,1,0,0,0,0,112
flat,smart world orchard,sector 61,2.2,13500.0,1630.0,Carpet area: 1600 (148.64 sq.m.),3,3,2,1.0,North-East,Under Construction,S68277154,,,1600.0,0,0,0,0,0,0,49
flat,the lions cghs,sector 56,2.0,8333.0,2400.0,Super Built up area 2400(222.97 sq.m.)Carpet area: 2100 sq.ft. (195.1 sq.m.),4,4,3,8.0,West,Undefined,O69575176,2400.0,,2100.0,0,0,0,0,1,2,49
house,satya the hermitage,sector 103,4.35,13501.0,3222.0,Plot area 358(299.33 sq.m.),4,4,3+,2.0,North,Undefined,G69957692,,3222.0,,1,1,1,1,0,0,138
flat,shree vardhman flora,sector 90,0.65,4814.0,1350.0,Super Built up area 1350(125.42 sq.m.),2,2,3,6.0,West,Undefined,T69236258,1350.0,,,1,0,0,0,0,0,174
flat,antriksh heights,sector 84,0.92,5041.0,1825.0,Super Built up area 1825(169.55 sq.m.),3,3,3,2.0,East,Undefined,Z69973884,1825.0,,,1,1,0,0,0,0,67
flat,bptp astaire gardens,sector 70a,1.8,9350.0,1925.0,Built Up area: 1925 (178.84 sq.m.),3,3,3,3.0,North-West,Undefined,B68804336,,1925.0,,1,0,0,0,0,0,135
flat,vatika inxt floors,sector 82a,1.25,8333.0,1500.0,Carpet area: 1500 (139.35 sq.m.),3,2,3,2.0,North,Undefined,Z67067884,,,1500.0,1,1,0,0,0,2,94
flat,satya the hermitage,sector 103,0.8,5517.0,1450.0,Built Up area: 1450 (134.71 sq.m.),2,2,0,10.0,,Undefined,U69277026,,1450.0,,0,0,0,0,0,0,61
flat,m3m skywalk,sector 74,1.52,13342.0,1139.0,Super Built up area 1400(130.06 sq.m.)Built Up area: 1250 sq.ft. (116.13 sq.m.)Carpet area: 1139.2 sq.ft. (105.84 sq.m.),2,2,3,6.0,South-East,Undefined,S69823246,1400.0,1250.0,1139.2,0,0,1,0,0,0,174
house,independent,sector 12,0.38,4222.0,900.0,Plot area 900(83.61 sq.m.),3,3,3,3.0,,Undefined,N68008590,,900.0,,0,0,0,0,0,0,0
flat,mapsko mount ville,sector 79,1.3,8724.0,1490.0,Super Built up area 1490(138.43 sq.m.)Built Up area: 1176 sq.ft. (109.25 sq.m.)Carpet area: 863.91 sq.ft. (80.26 sq.m.),3,3,3,19.0,East,Undefined,O69444490,1490.0,1176.0,863.91,0,0,1,0,0,2,102
flat,ireo victory valley,sector 67,3.65,13528.0,2698.0,Super Built up area 2698(250.65 sq.m.)Built Up area: 2490 sq.ft. (231.33 sq.m.),3,4,3+,18.0,North,Undefined,B69859308,2698.0,2490.0,,0,1,0,1,0,2,61
flat,raheja atharva,sector 109,2.2,9490.0,2318.0,Carpet area: 2318 (215.35 sq.m.),3,3,2,7.0,North,Undefined,O69310644,,,2318.0,0,0,0,1,0,2,111
flat,tulip violet,sector 69,1.31,8517.0,1538.0,Super Built up area 1538(142.88 sq.m.),3,3,2,12.0,East,Undefined,V69215690,1538.0,,,0,1,0,0,0,2,174
house,independent,sector 28,0.7,8101.0,864.0,Plot area 864(80.27 sq.m.),4,2,0,2.0,North,Undefined,A55466486,,864.0,,0,0,0,0,0,0,7
flat,eldeco accolade,sohna road,0.78,5422.0,1439.0,Super Built up area 1457(135.36 sq.m.),2,2,2,7.0,North,Undefined,N66355402,1457.0,,,1,0,0,0,0,2,137
house,dlf city plots phase 3,sector 24,5.0,34083.0,1467.0,Plot area 163(136.29 sq.m.),13,13,3+,4.0,North,New Property,T69505836,,1467.0,,0,1,0,0,0,1,91
flat,parsvnath green ville,sector 48,2.0,7765.0,2576.0,Super Built up area 2125(197.42 sq.m.),3,3,0,15.0,,Undefined,I22744913,2125.0,,,0,0,0,1,0,0,74
house,ansal api esencia,sector 67,1.85,74000.0,250.0,Carpet area: 250 (23.23 sq.m.),3,3,3,1.0,,Undefined,G68803572,,,250.0,0,0,0,0,0,0,49
flat,ansal housing highland park,sector 103,1.25,6443.0,1940.0,Super Built up area 1940(180.23 sq.m.)Carpet area: 1056 sq.ft. (98.11 sq.m.),3,3,3+,2.0,North-East,New Property,C68575328,1940.0,,1056.0,0,1,0,0,0,0,105
house,independent,sector 3 phase 3 extension,0.55,5000.0,1100.0,Built Up area: 1100 (102.19 sq.m.),2,1,0,1.0,,Undefined,A69442080,,1100.0,,0,0,0,0,0,0,0
flat,rk tower,sector 2,0.95,9595.0,990.0,Carpet area: 990 (91.97 sq.m.),2,2,1,1.0,South-East,Undefined,V64495872,,,990.0,0,0,0,0,0,0,99
flat,ansal api celebrity suites,sector 2,0.6,8163.0,735.0,Super Built up area 735(68.28 sq.m.),1,1,1,5.0,North-East,Undefined,A69939188,735.0,,,0,0,0,0,0,2,67
flat,m3m ikonic,sector 68,1.78,9128.0,1950.0,Super Built up area 1950(181.16 sq.m.)Built Up area: 1845 sq.ft. (171.41 sq.m.)Carpet area: 1530 sq.ft. (142.14 sq.m.),3,3,3+,27.0,South,Undefined,H69523902,1950.0,1845.0,1530.0,0,0,0,0,0,2,126
flat,supertech araville,sector 79,0.8,6178.0,1295.0,Super Built up area 1295(120.31 sq.m.),2,2,3+,9.0,,New Property,J35698061,1295.0,,,0,0,0,0,1,0,24
flat,shri ram apartments,sector 4,0.36,3789.0,950.0,Carpet area: 950 (88.26 sq.m.),2,2,1,4.0,,Undefined,M66372352,,,950.0,0,0,0,0,0,0,0
flat,zara aavaas,sector 104,0.2,6645.0,301.0,Built Up area: 301 (27.96 sq.m.),1,1,1,3.0,North-East,Undefined,Q69910288,,301.0,,0,0,0,0,0,0,67
flat,m3m skywalk,sector 74,1.55,13790.0,1124.0,Super Built up area 1406(130.62 sq.m.)Built Up area: 1300 sq.ft. (120.77 sq.m.)Carpet area: 1124 sq.ft. (104.42 sq.m.),2,2,3+,18.0,South,Undefined,D69704294,1406.0,1300.0,1124.0,0,0,0,0,1,0,137
house,independent,sector 17b,8.5,18814.0,4518.0,Plot area 502(419.74 sq.m.)Built Up area: 500 sq.yards (418.06 sq.m.)Carpet area: 400 sq.yards (334.45 sq.m.),4,4,2,2.0,West,Undefined,T69520988,,500.0,400.0,1,1,0,1,0,2,21
house,independent,sector 4,2.3,17014.0,1352.0,Plot area 160(133.78 sq.m.),4,4,3,2.0,East,Undefined,E67927738,,160.0,,0,0,0,0,0,2,15
flat,dlf the skycourt,sector 86,1.58,8190.0,1929.0,Super Built up area 1929(179.21 sq.m.)Built Up area: 1750 sq.ft. (162.58 sq.m.)Carpet area: 1450 sq.ft. (134.71 sq.m.),3,3,1,16.0,North,Undefined,G69760528,1929.0,1750.0,1450.0,0,1,0,0,0,2,152
flat,vatika the seven lamps,sector 82,1.37,8753.0,1565.0,Super Built up area 2160(200.67 sq.m.)Built Up area: 2000 sq.ft. (185.81 sq.m.)Carpet area: 1565 sq.ft. (145.39 sq.m.),3,3,3,11.0,South,Undefined,Q68174274,2160.0,2000.0,1565.0,1,1,0,1,0,2,145
flat,ats triumph,sector 104,2.0,8733.0,2290.0,Super Built up area 2290(212.75 sq.m.),3,4,3+,4.0,,Undefined,O69034342,2290.0,,,0,0,0,1,0,0,60
flat,vatika the seven lamps,sector 82,1.6,6597.0,2425.0,Super Built up area 2425(225.29 sq.m.),4,5,3+,8.0,South-West,Undefined,G67513232,2425.0,,,0,0,0,1,0,0,133
flat,sare crescent parc,sector 92,0.8,6033.0,1326.0,Carpet area: 1326 (123.19 sq.m.),3,2,2,3.0,North-East,Undefined,H70119648,,,1326.0,0,0,0,0,0,0,15
flat,emaar mgf the palm drive,sector 66,2.85,14615.0,1950.0,Super Built up area 1950(181.16 sq.m.)Built Up area: 1920 sq.ft. (178.37 sq.m.)Carpet area: 1550 sq.ft. (144 sq.m.),3,3,3,11.0,North-East,Undefined,B67722588,1950.0,1920.0,1550.0,1,0,0,0,0,2,67
flat,godrej nature plus,sector 33,1.5,9677.0,1550.0,Super Built up area 1550(144 sq.m.),3,3,3,6.0,East,Under Construction,W65193196,1550.0,,,1,0,0,0,0,0,72
flat,sonata group housing gh 24,manesar,1.65,5892.0,2800.0,Carpet area: 2800 (260.13 sq.m.),4,3,3,8.0,,New Property,P68194060,,,2800.0,0,0,0,1,0,0,20
house,independent,sector 13,2.25,6944.0,3240.0,Carpet area: 360 (301.01 sq.m.),10,10,2,1.0,East,Undefined,S69886526,,,360.0,0,0,0,0,0,0,0
flat,m3m skycity,sector 65,3.0,16411.0,1828.0,Super Built up area 1828(169.83 sq.m.),3,3,3,17.0,East,Under Construction,J69477404,1828.0,,,0,0,0,0,0,0,99
flat,puri diplomatic greens,sector 111,2.58,11727.0,2200.0,Super Built up area 2200(204.39 sq.m.),3,4,2,10.0,North,Undefined,C69922374,2200.0,,,0,0,0,1,0,0,86
house,independent,sector 3,0.9,10000.0,900.0,Plot area 900(83.61 sq.m.)Built Up area: 3500 sq.ft. (325.16 sq.m.),3,4,3,3.0,,Undefined,F45310333,,3500.0,,0,0,0,0,1,2,42
flat,tulip purple,sector 69,1.8,9000.0,2000.0,Super Built up area 2400(222.97 sq.m.)Built Up area: 2200 sq.ft. (204.39 sq.m.)Carpet area: 2000 sq.ft. (185.81 sq.m.),4,5,3+,4.0,North-East,Undefined,V69689190,2400.0,2200.0,2000.0,0,0,0,1,0,0,165
flat,pivotal devaan,sector 84,0.41,7032.0,583.0,Super Built up area 583(54.16 sq.m.)Built Up area: 565 sq.ft. (52.49 sq.m.)Carpet area: 483 sq.ft. (44.87 sq.m.),2,2,2,10.0,East,New Property,X58511882,583.0,565.0,483.0,0,0,0,0,0,2,23
house,independent,sector 31,3.5,24155.0,1449.0,Plot area 161(134.62 sq.m.),4,3,3,2.0,South-West,Undefined,D69471284,,1449.0,,0,0,1,0,0,2,81
flat,emaar palm gardens,sector 83,1.48,7789.0,1900.0,Super Built up area 1900(176.52 sq.m.)Carpet area: 1240.04 sq.ft. (115.2 sq.m.),3,3,3,7.0,East,Undefined,J56394836,1900.0,,1240.04,0,0,0,1,0,0,66
house,independent,sector 53,4.65,17574.0,2646.0,Plot area 294(245.82 sq.m.),5,5,3+,1.0,,Undefined,D67766780,,2646.0,,0,0,0,0,0,2,0
flat,signature global orchard avenue,sector 93,0.85,14237.0,597.0,Built Up area: 597 (55.46 sq.m.),2,2,0,10.0,,Undefined,K69125930,,597.0,,0,0,0,0,0,0,0
house,ansal florence super,sector 57,3.75,23148.0,1620.0,Plot area 180(150.5 sq.m.)Carpet area: 300 sq.yards (250.84 sq.m.),3,4,3,2.0,,Undefined,N69415184,,,300.0,1,0,1,1,0,2,38
flat,emaar mgf emerald floors premier,sector 65,2.24,13575.0,1650.0,Carpet area: 1650 (153.29 sq.m.),3,3,3,2.0,North-West,Undefined,A68420638,,,1650.0,1,0,0,1,0,0,46
flat,m3m merlin,sector 67,2.8,13678.0,2047.0,Super Built up area 2047(190.17 sq.m.)Carpet area: 1880 sq.ft. (174.66 sq.m.),3,3,3,5.0,North-East,Undefined,U69569464,2047.0,,1880.0,0,0,0,1,0,1,26
flat,smart world orchard,sector 61,1.57,13652.0,1150.0,Built Up area: 1150 (106.84 sq.m.),2,2,2,3.0,,Undefined,Z66719878,,1150.0,,1,0,0,0,1,0,71
flat,dlf the grove,sector 54,5.7,41245.0,1382.0,Built Up area: 1382 (128.39 sq.m.),3,3,3,1.0,East,Undefined,N68022370,,1382.0,,0,0,0,0,0,0,46
flat,signature global city,sector 37d,0.8,8421.0,950.0,Super Built up area 950(88.26 sq.m.),2,2,2,2.0,,Under Construction,B69908914,950.0,,,0,0,0,0,0,0,42
flat,bestech altura,sector 79,1.72,8000.0,2150.0,Super Built up area 2150(199.74 sq.m.)Carpet area: 1300 sq.ft. (120.77 sq.m.),3,4,3+,5.0,North-East,Undefined,Y68282394,2150.0,,1300.0,0,0,0,1,0,0,174
flat,adani m2k oyster grande,sector 102,1.9,9105.0,2087.0,Super Built up area 1889(175.49 sq.m.),3,4,3,8.0,North-East,Undefined,K68563454,1889.0,,,0,0,0,1,0,0,165
flat,godrej summit,sector 104,0.82,9854.0,832.0,Carpet area: 77.31,2,2,3,12.0,,Undefined,Z68982730,,,77.31,1,0,0,0,0,0,120
flat,breez global heights,sohna road,0.26,6598.0,394.0,Carpet area: 394 (36.6 sq.m.),1,1,1,6.0,,New Property,X65817956,,,394.0,0,0,0,0,0,0,26
flat,lig flat,sector 40,1.5,50000.0,300.0,Built Up area: 300 (27.87 sq.m.),1,1,0,0.0,,Undefined,E64375676,,300.0,,0,0,0,0,0,0,0
flat,emaar digihomes,sector 62,3.95,15262.0,2588.0,Carpet area: 2588 (240.43 sq.m.),3,3,3,33.0,East,New Property,W70126434,,,2588.0,0,0,0,1,0,2,49
flat,vatika sovereign next,sector 82a,3.85,7500.0,5133.0,Carpet area: 5140 (477.52 sq.m.),5,6,3+,6.0,,New Property,G68310268,,,5140.0,0,1,0,1,0,0,148
flat,maruti vihar,sector 28,1.0,9090.0,1100.0,Super Built up area 1100(102.19 sq.m.),1,1,1,1.0,North,Undefined,G68997632,1100.0,,,1,1,0,0,0,2,80
flat,experion windchants,sector 112,5.2,10726.0,4848.0,Super Built up area 4848(450.39 sq.m.)Built Up area: 3655.35 sq.ft. (339.59 sq.m.)Carpet area: 3500 sq.ft. (325.16 sq.m.),4,6,3+,15.0,East,Undefined,O69129068,4848.0,3655.35,3500.0,0,1,0,1,0,2,174
flat,bestech park view spa next,sector 67,2.35,12144.0,1935.0,Super Built up area 1935(179.77 sq.m.),3,4,3+,14.0,South-West,Undefined,M69768722,1935.0,,,0,0,0,1,0,2,156
flat,suncity avenue 76,sector 76,0.55,7422.0,741.0,Carpet area: 741 (68.84 sq.m.),2,2,2,9.0,North-East,Under Construction,Q67912486,,,741.0,0,0,0,0,0,0,26
flat,sare homes,sector 92,0.68,5238.0,1298.0,Carpet area: 1298 (120.59 sq.m.),3,3,2,11.0,North-West,Undefined,V69810190,,,1298.0,0,1,0,0,0,0,100
house,independent,sector 9a,4.5,14286.0,3150.0,Plot area 14(354.1 sq.m.),9,9,3+,3.0,,Undefined,T70128718,,14.0,,1,1,0,0,1,2,38
house,independent,sector 17,3.0,11111.0,2700.0,Carpet area: 2700 (250.84 sq.m.),4,4,0,1.0,,Undefined,F65593142,,,2700.0,0,0,0,0,0,0,0
house,independent,sector 105,1.2,13333.0,900.0,Plot area 900(83.61 sq.m.),7,4,1,2.0,South-West,Undefined,G69794726,,900.0,,0,0,0,0,1,0,14
flat,dlf the crest,sector 54,11.0,35222.0,3123.0,Super Built up area 3123(290.14 sq.m.),4,6,3,7.0,,Undefined,V70296402,3123.0,,,0,0,0,1,0,1,125
flat,aipl the peaceful homes,sector 70a,2.52,10723.0,2350.0,Super Built up area 2350(218.32 sq.m.),3,4,3,8.0,West,Undefined,K67892500,2350.0,,,0,0,0,1,0,0,174
house,independent,sector 3 phase 2,0.4,8000.0,500.0,Built Up area: 500 (46.45 sq.m.)Carpet area: 300 sq.ft. (27.87 sq.m.),2,1,0,1.0,South,Undefined,E67903812,,500.0,300.0,0,0,0,0,0,0,0
flat,m3m woodshire,sector 107,1.2,6176.0,1943.0,Super Built up area 1943(180.51 sq.m.)Built Up area: 1750 sq.ft. (162.58 sq.m.)Carpet area: 1550 sq.ft. (144 sq.m.),3,3,3,7.0,South,Undefined,L60518054,1943.0,1750.0,1550.0,0,0,0,0,0,2,49
flat,spire woods now ananda by alpha corp,sector 103,1.25,6902.0,1811.0,Carpet area: 1811 (168.25 sq.m.),3,4,3,11.0,,Under Construction,B52179254,,,1811.0,1,0,0,1,0,0,105
flat,godrej summit,sector 104,0.75,5910.0,1269.0,Super Built up area 1269(117.89 sq.m.),2,2,3,6.0,East,Undefined,U50040234,1269.0,,,0,0,0,0,1,0,79
flat,ramprastha primera,sector 37d,1.1,6111.0,1800.0,Super Built up area 1800(167.23 sq.m.)Built Up area: 1700 sq.ft. (157.94 sq.m.)Carpet area: 1600 sq.ft. (148.64 sq.m.),3,3,3,6.0,North-West,Undefined,I70105392,1800.0,1700.0,1600.0,0,0,0,0,0,0,149
flat,shree vardhman flora,sector 90,0.9,4615.0,1950.0,Super Built up area 1950(181.16 sq.m.),3,4,3,4.0,East,Undefined,R69236068,1950.0,,,0,0,0,1,0,0,165
flat,m3m merlin,sector 67,4.5,14267.0,3154.0,Super Built up area 3154(293.02 sq.m.),4,4,3+,15.0,South-West,Undefined,A67866916,3154.0,,,0,0,0,1,0,2,158
flat,bptp terra,sector 37d,1.72,9497.0,1811.0,Super Built up area 1811(168.25 sq.m.)Carpet area: 996.3 sq.ft. (92.56 sq.m.),3,3,3,9.0,South,Undefined,Y69197764,1811.0,,996.3,1,0,0,0,0,2,24
house,ansal heights,sector 92,2.75,9793.0,2808.0,Plot area 312(260.87 sq.m.)Built Up area: 5000 sq.yards (4180.64 sq.m.),4,4,3+,3.0,,Undefined,A57226658,,5000.0,,1,1,0,0,0,0,0
flat,corona optus,sector 37c,1.4,7035.0,1990.0,Super Built up area 1990(184.88 sq.m.)Built Up area: 1890 sq.ft. (175.59 sq.m.)Carpet area: 1790 sq.ft. (166.3 sq.m.),3,3,3+,4.0,South,Undefined,O69464448,1990.0,1890.0,1790.0,0,0,0,1,0,0,149
flat,suncity vatsal valley,gwal pahari,1.0,13340.0,750.0,Carpet area: 750 (69.68 sq.m.),2,2,2,3.0,,Undefined,X69881374,,,750.0,0,0,0,0,0,2,13
flat,vatika gurgaon,sector 83,1.19,7437.0,1600.0,Carpet area: 1600 (148.64 sq.m.),3,3,2,10.0,South,Undefined,O69428382,,,1600.0,0,0,0,1,0,2,35
flat,sare homes,sector 92,0.5,4237.0,1180.0,Super Built up area 1180(109.63 sq.m.),3,3,2,1.0,North,Undefined,Y69744558,1180.0,,,0,0,0,0,0,0,26
